userId,movieId,rating,timestamp
532,1721,5.0,1025523226
599,736,2.5,1498518451
182,4161,3.0,1055155800
448,6157,1.5,1178982323
22,46976,1.0,1268726712
111,59725,2.5,1516151558
448,141422,2.5,1475668765
409,919,5.0,969060011
70,1304,4.0,1355198503
103,1093,3.5,1431968141
448,648,3.0,1019125129
19,1665,1.0,965707552
199,2706,1.0,1093802585
382,65685,3.5,1515162039
274,8528,3.5,1173041148
263,2805,2.0,940383349
533,2502,4.0,1424753660
453,4226,5.0,1005965378
474,1682,4.5,1100119638
551,48774,3.0,1504926231
414,6159,5.0,1056125978
386,608,4.0,842613831
50,136305,1.0,1518168422
80,91500,4.5,1377308401
89,1197,2.0,1520408268
387,2657,2.5,1178420144
100,1393,4.5,1100184077
607,5060,3.0,963079131
68,66097,3.0,1261085664
294,2748,2.0,966634356
586,110102,5.0,1529899366
414,1953,3.5,1485656779
298,69844,3.0,1447516860
575,2568,4.0,926510514
387,3812,3.5,1142324427
28,1249,4.0,1234515648
466,59784,4.5,1439915649
402,762,3.0,849598292
107,105,4.0,829322340
474,2412,1.5,1060106582
437,318,5.0,859721361
174,150,5.0,848486904
606,849,1.5,1172012792
215,6378,3.0,1260909351
239,296,5.0,1221158165
368,1968,3.0,971273072
599,51091,3.0,1498523395
517,349,2.5,1487957701
113,4083,4.0,980087736
564,3617,4.0,1478452366
274,31193,3.5,1172269240
477,736,3.0,1200939703
330,231,4.0,1285905050
89,109374,3.5,1520408945
66,3033,3.5,1113190038
325,3230,3.0,1039395583
509,96610,3.0,1435994318
514,1721,4.0,1533954277
610,121231,5.0,1493848188
178,3996,4.0,1164355024
608,2616,3.5,1117505086
234,2054,4.0,1004409156
525,97866,4.5,1476477282
249,2987,4.0,1362336507
365,56174,3.5,1488332606
448,1515,2.0,1019139399
607,3147,5.0,964743229
166,3623,3.5,1190827467
587,3426,4.0,953137453
298,70641,0.5,1467489591
288,1008,3.0,985625095
610,113159,3.5,1493848692
59,858,5.0,953609775
509,31685,2.5,1435992739
19,3704,2.0,965703756
230,5679,3.0,1196304985
210,119167,3.5,1533667562
28,1042,2.5,1242290453
143,1721,4.0,1444880204
567,1219,2.5,1525287875
582,68954,3.5,1446794153
177,1732,3.0,1435890632
469,1562,2.0,965335097
219,1073,2.5,1194681047
105,131237,5.0,1446618937
339,2160,5.0,1460518612
68,102445,5.0,1372618131
305,3285,3.5,1522614739
226,5464,4.0,1160003425
448,2542,4.0,1019127343
177,911,4.0,1435536014
432,628,4.0,1335139149
19,1179,2.0,965712263
28,5577,2.0,1242289900
85,1358,1.0,889468582
509,73017,3.5,1435993640
199,8833,3.5,1095331259
607,1552,5.0,963080362
492,376,3.0,863976055
317,4306,4.0,1430366040
294,1171,3.0,966595852
406,2722,3.5,1296959267
41,96829,4.0,1458943201
509,72226,4.0,1435994386
483,3999,3.5,1415576555
590,3871,4.5,1258419424
295,3198,5.0,1320064565
199,2699,4.0,943698807
580,1250,0.5,1167791001
91,5618,4.0,1112712849
221,27899,2.5,1121365420
408,82461,4.0,1467371107
606,266,3.0,1171814965
156,8571,3.5,1106881899
225,1339,4.0,949261391
304,1291,5.0,891172881
331,106782,3.5,1537157929
514,2174,4.0,1533872559
68,2335,3.0,1261623793
290,1079,4.0,974943016
361,858,2.5,1204047542
599,27788,2.5,1519235498
585,4262,3.0,1307417324
440,6502,4.5,1237569059
149,1274,1.0,902084874
606,1176,4.0,1171327257
365,333,3.0,1491088213
352,4034,4.5,1493673584
607,1356,1.0,963079014
434,33493,1.0,1270606554
262,213,5.0,840310907
84,260,4.0,857653693
594,17,4.0,1108972872
387,8623,3.0,1094875979
509,4446,3.0,1435992818
202,32,4.0,974925068
129,33615,3.0,1167378219
45,639,2.0,951170628
212,109374,4.0,1490115452
606,8848,4.0,1171311371
18,1580,3.5,1455748435
221,953,5.0,1111178205
186,3175,5.0,1031081566
408,70305,3.5,1467361744
49,318,4.0,1493089778
313,2664,3.0,1030475620
16,3174,3.5,1377476640
372,164,3.0,874416058
68,6870,2.0,1158532252
414,76251,4.0,1286737546
599,4992,1.5,1498504941
19,445,2.0,965706907
66,1206,5.0,1104644833
105,158402,2.5,1526208164
599,44731,0.5,1519437247
477,1252,4.5,1200940489
608,8810,5.0,1117415647
466,4367,4.0,1439915469
462,300,2.5,1154037858
380,122898,3.0,1536872751
393,54286,5.0,1430505955
610,27722,5.0,1479545302
358,2144,3.0,1339539145
298,2371,3.5,1447584707
219,3300,4.0,1195349316
19,1376,4.0,965703698
495,6157,2.0,1458636454
254,1258,5.0,1180564637
361,780,3.5,1204045269
334,52973,3.0,1266680408
32,361,4.0,856737270
182,2959,5.0,1054780289
387,4527,2.0,1182751482
322,4993,3.5,1217676368
68,59126,4.0,1240092725
490,89492,4.0,1328145178
288,47610,3.5,1186404795
561,2161,3.0,1491095000
182,2692,4.0,1054780795
245,3257,3.0,951183329
571,1969,3.0,966900650
357,4034,3.5,1348610130
413,8665,5.0,1484439902
318,85342,4.5,1325520957
263,6708,3.0,1090948299
122,3275,4.5,1461562123
414,5329,3.0,1034002692
64,555,4.0,1161559570
489,8874,4.5,1332773285
424,103235,4.5,1457902125
241,8981,4.0,1447540810
339,41566,3.0,1460185253
184,33794,4.0,1537094797
607,3684,3.0,963079372
423,653,2.0,1155285454
483,1688,2.5,1215898546
292,1608,4.0,1301252659
555,2529,5.0,978841381
387,7438,4.0,1123313523
177,56176,2.0,1435837638
344,2571,5.0,1420495243
16,1281,3.0,1377477580
202,296,4.0,974912566
477,1228,4.0,1200942089
237,3617,2.5,1410630170
480,1073,3.5,1179177700
489,47,3.0,1333101316
484,82852,4.0,1342369381
414,1047,2.0,961515928
217,2094,3.0,955941099
177,63853,2.0,1435837020
522,33794,4.0,1253344153
606,1727,3.5,1171760940
210,5944,4.0,1527266229
332,60040,2.5,1352673851
472,3087,3.0,1345842950
475,53464,3.5,1498031316
49,4022,4.5,1493092982
597,159,2.0,940361870
309,4327,4.0,1126452000
331,1136,4.5,1537235348
517,79091,2.0,1487954442
339,88125,2.5,1460183488
438,32,4.0,1105666143
280,33672,4.5,1348435030
160,2918,2.0,971113579
477,8228,3.0,1200943091
489,432,1.0,1385823787
600,2959,4.5,1237743321
414,2657,4.0,961514857
82,3624,4.0,1084467450
297,454,3.0,900872375
136,225,4.0,832449274
113,3168,4.0,980307140
132,261,4.0,1157923139
414,1028,4.0,961595525
86,72356,4.5,1344192870
610,55995,3.0,1493846528
7,4310,0.5,1107127033
111,104211,4.5,1516141597
219,61348,0.5,1221290084
132,5508,3.0,1157924787
474,35836,3.5,1135647231
288,21,4.0,975693063
135,300,4.0,1009693815
477,7481,3.5,1201158692
325,4889,3.0,1039398818
610,77800,4.5,1493847737
517,1641,4.5,1487962910
28,3950,3.0,1236315133
372,1188,2.0,874415902
279,2502,4.0,1506395827
493,4438,5.0,1001562846
339,89492,4.5,1460346554
219,2700,5.0,1194931977
41,1089,2.0,1459367458
177,8529,3.0,1435526173
492,725,3.0,863977546
41,115149,0.5,1458943601
111,203,3.5,1518640918
435,50,4.0,1366676016
445,5971,2.0,1454622229
226,6323,4.0,1139535404
249,94266,3.5,1347887466
217,1806,1.0,955942177
341,3988,3.0,1487285132
560,46578,3.5,1469650107
312,3994,4.0,1043176716
525,69844,4.0,1476479562
380,74750,3.0,1493421563
464,55820,3.0,1287403114
305,2006,5.0,1461945079
286,5445,2.0,1119563813
125,135567,2.5,1485508720
43,47,4.0,848993793
477,46976,4.5,1266816583
217,2535,3.0,955941201
202,3342,3.0,974924428
475,7153,5.0,1498029354
68,1101,3.5,1158533140
475,103253,4.5,1498031200
326,4995,4.5,1324921736
332,2890,4.0,1352672727
195,3408,3.0,974708051
480,2872,3.0,1179161677
211,4011,4.5,1350912886
560,2761,3.5,1469654149
190,4896,5.0,1504310080
385,593,3.0,834693560
560,46976,3.5,1469653997
477,3253,4.5,1200941138
160,798,1.0,971115686
249,7153,5.0,1346757887
603,3426,3.0,954482505
597,3071,3.0,941640048
497,908,3.0,1429127355
313,3638,4.0,1030474902
288,1128,2.0,976138852
284,104,5.0,832695327
116,1293,3.5,1337195909
135,292,4.0,1009692890
307,2011,3.5,1186085737
605,43560,3.0,1277176601
318,1196,3.0,1254132819
91,1092,4.5,1112712189
318,96610,3.5,1413655577
525,48,3.0,1476480566
419,74750,4.5,1321658723
212,1206,4.0,1490114860
160,2087,4.0,971619022
469,1617,5.0,965335217
475,1374,4.5,1498031874
234,1460,3.0,1004409889
474,8207,4.0,1109039798
307,1474,1.5,1186172323
153,112290,4.0,1525550622
376,2724,2.5,1364932735
241,81819,4.0,1447540148
62,4223,4.5,1525125789
29,70286,4.0,1307906685
91,1101,3.0,1112711132
545,1911,3.0,1240358547
448,48385,4.0,1199222485
596,71057,4.0,1535827098
602,161,4.0,840875594
111,148956,4.5,1516153382
495,5400,2.5,1458636238
387,6465,3.0,1145685589
605,70521,3.0,1277175687
590,6166,2.0,1267152495
600,2139,4.0,1237759746
526,2028,3.0,1502131903
307,5299,2.0,1186162307
414,497,5.0,961438248
419,337,0.5,1362867515
91,2420,3.5,1112718132
610,63113,3.5,1493846027
177,47518,4.0,1435529993
382,72696,0.5,1515163384
357,1221,5.0,1348610451
167,784,0.5,1154718778
153,44191,4.0,1525548194
190,6377,3.5,1504310030
390,5989,2.0,1250340710
182,4577,4.5,1054782705
313,1320,3.0,1030475022
137,111,5.0,1204863636
246,5816,3.0,1354134535
274,51498,3.5,1224748101
318,134214,4.0,1451995959
504,2321,4.0,1063644558
47,69712,4.0,1496208670
166,7132,4.5,1189038577
220,318,5.0,1230054966
43,150,5.0,848993627
197,2167,2.0,947461866
351,60950,4.0,1326061888
414,6442,5.0,1055265907
249,3271,4.0,1441193441
600,3964,2.5,1237709266
603,25,4.0,954482181
489,6890,3.5,1333657922
599,4291,1.5,1498504415
608,4270,3.5,1117415416
82,1092,2.5,1084465313
425,2722,4.0,1114173230
63,969,3.0,1443199835
600,329,3.0,1237859397
294,2027,1.0,966597791
28,4855,2.5,1234514717
232,53519,3.5,1241923110
387,5363,1.0,1138430073
414,6268,4.0,1093392913
143,4306,5.0,1444769059
345,2352,4.0,1342826832
307,2501,2.5,1186162848
140,11,4.0,949667337
492,36,4.0,863976004
414,2457,5.0,1023113912
186,512,4.0,1031080176
492,1367,3.0,863976287
44,737,5.0,869252012
101,2770,2.0,968440874
232,6156,3.0,1192670177
177,239,3.0,1435536282
217,2733,2.0,955942469
62,71535,3.5,1529777113
305,67923,4.0,1460304830
567,109578,2.0,1525288314
145,318,3.0,832105216
187,253,3.5,1161863909
380,57274,5.0,1508436498
132,1307,3.5,1157922737
93,2321,4.0,942767181
562,589,4.5,1368894027
132,2953,2.0,1157979248
232,40581,3.0,1218167259
428,6333,2.0,1111487948
186,3203,4.0,1031081454
199,4344,3.0,1026613126
592,253,4.0,837349966
560,1208,4.0,1469647925
27,2640,4.0,962686758
206,7,4.0,850763310
177,69757,3.5,1435524715
493,1918,4.0,1001562491
292,5816,3.5,1219625075
593,6711,2.0,1181007721
202,1356,3.0,974918744
353,9,3.0,831940313
438,1876,3.0,1105912084
307,2163,2.5,1186085404
51,2371,3.5,1230930355
411,165,3.0,835531994
465,2890,3.0,959896573
105,3997,3.0,1447563510
534,111362,3.5,1459787995
346,7008,5.0,1094646563
239,2023,4.0,1221866475
103,492,4.0,1431970359
249,101,3.0,1388146126
546,2791,4.0,973588321
552,923,4.5,1111473293
491,65230,4.0,1526673124
434,8784,4.5,1271039329
26,225,3.0,836950483
380,6013,1.0,1494267959
217,661,3.0,955942698
393,91658,0.5,1430506102
240,368,5.0,849122506
599,3825,1.5,1498504820
474,938,2.5,1089387375
229,318,5.0,836941551
520,1801,4.0,1326687732
307,1593,2.0,1186172494
33,446,5.0,939716559
432,500,3.5,1335139732
132,6774,3.5,1329983688
600,500,4.0,1237742340
125,79592,4.0,1474570484
477,4979,4.5,1200939537
307,364,3.0,1186160981
318,4878,3.0,1413627499
117,616,4.0,844163615
606,3655,3.5,1171361462
387,5013,4.0,1094876931
448,122920,3.0,1486936046
237,356,2.0,1411233529
448,151501,1.5,1489778733
217,1018,2.0,955944568
414,1027,4.0,961518581
372,1258,4.0,874415560
525,54190,4.0,1476478452
601,122916,3.5,1521397630
597,2359,4.0,941558258
153,2671,1.0,1525550835
103,70728,4.0,1431956125
419,8493,1.5,1328482514
465,1343,4.0,959896068
385,1208,4.0,865026336
419,2700,5.0,1350345033
463,356,4.0,1145460298
537,7153,4.5,1424138056
462,3018,4.5,1370129361
448,160438,2.0,1498162889
288,2329,4.5,1103647817
76,30707,4.0,1439165832
448,3526,4.0,1019127569
41,101525,3.0,1459368708
81,480,4.0,845299676
21,2671,4.0,1417378450
474,42018,3.5,1147625036
603,2390,4.0,953926141
298,82852,0.5,1447517644
104,54259,4.0,1355729646
528,593,4.0,1391735957
216,2788,3.0,975212110
249,2797,4.0,1354896440
89,64116,3.5,1520408884
140,500,4.0,1030559180
325,2155,4.0,1039395734
391,3159,4.0,1030825131
42,2598,4.0,996221045
130,410,4.0,832589660
517,780,3.5,1487957666
153,356,3.5,1525548096
605,5952,5.0,1277175638
179,590,4.0,840907313
469,3244,5.0,965425742
477,3981,3.0,1200944932
594,2762,4.0,1109036899
105,6187,5.0,1446773622
600,1895,2.5,1237713979
448,3418,3.0,1019137875
562,5620,3.0,1368896976
494,1198,5.0,1000384043
553,2395,3.0,1219565387
144,1059,4.5,1136813360
288,2871,4.0,978467563
469,910,3.0,965336611
217,2376,3.0,955940894
462,111360,3.5,1478402097
10,63113,3.5,1455302183
414,348,4.0,961438199
509,27815,3.5,1435996158
117,288,2.0,844162850
238,4499,4.0,1007931992
199,1391,1.0,940379896
610,48774,5.0,1493844967
200,6218,4.0,1229878108
606,2115,3.5,1171754613
609,650,3.0,847221080
608,1617,3.0,1117407997
312,2163,3.0,1043176444
517,121099,2.5,1492339389
32,32,4.0,856736119
599,412,3.0,1519125267
432,1653,4.0,1316391028
209,68157,5.0,1524522332
3,2018,0.5,1306464175
247,919,4.0,1467661173
191,380,3.0,829760898
177,3081,3.0,1435534492
42,2702,4.0,996213977
288,6012,3.0,1211229734
380,1207,5.0,1494803535
316,2995,3.0,1111493652
597,2804,5.0,941640113
298,6218,1.5,1449592129
370,8961,4.0,1159164344
72,2634,4.0,1217323832
100,104,3.5,1100183809
452,2989,4.0,1019580846
217,1201,1.0,955935759
105,163112,5.0,1526207523
606,1240,4.0,1171325849
125,76293,2.5,1474414576
210,7649,4.0,1527266182
105,1227,4.0,1448195899
387,3504,4.5,1094938843
22,858,3.0,1268726337
477,8607,3.5,1200945642
187,49932,4.0,1180301635
42,4280,4.0,996258536
599,2231,3.0,1498525539
45,2605,2.0,950718786
201,1917,4.0,941211523
222,165,3.0,1391353890
64,4262,3.5,1161559735
298,48304,3.5,1447598786
610,104879,4.0,1493847493
288,1200,3.0,975691813
100,1225,3.5,1100183792
18,87232,4.0,1455051166
147,186,1.5,1203267726
19,1783,1.0,965711649
125,60950,5.0,1474591720
42,4040,2.0,996255745
185,3481,4.0,1044311619
489,88125,3.5,1334170063
448,148482,3.0,1484418166
144,296,4.0,1136812638
414,3019,4.0,961517121
19,2,3.0,965704331
7,1784,0.5,1106635416
410,2289,5.0,990909751
596,97913,4.0,1535826920
275,1123,5.0,1049076228
534,7458,3.5,1459788600
313,165,3.0,1030556549
380,41569,3.0,1494071300
561,112852,4.0,1491090848
382,357,4.5,1515161068
226,44,3.5,1095663137
606,2239,4.0,1171362103
103,1288,4.0,1431957401
585,4571,3.5,1307416317
326,105844,4.5,1419881601
608,1136,3.0,1117491522
448,48322,4.0,1206877207
91,3994,2.0,1112716622
221,2921,4.0,1118246921
18,30812,4.0,1455050855
105,86347,4.5,1526207712
387,154,4.0,1154939034
1,1031,5.0,964982653
555,3684,3.0,980124200
605,1,4.0,1277097561
553,43684,4.5,1219560116
243,44,4.0,837155345
87,4023,3.5,1270703090
343,1221,3.0,1202061269
95,176,4.0,1048382937
239,2763,4.5,1221866498
15,68954,3.5,1510577953
525,2916,3.5,1476476479
307,6060,2.0,1186257750
263,2605,2.0,940383675
217,3450,1.0,955944284
387,1227,4.0,1094875415
469,1376,3.0,965335463
43,1073,5.0,848994641
573,60684,5.0,1248841902
422,4855,4.0,1004469938
474,7698,3.5,1087831948
78,27904,0.5,1252575324
325,2010,4.0,1039398865
145,150,3.0,832105148
156,1721,3.0,939854571
66,3254,3.5,1113188411
379,21,2.0,847397556
158,2723,2.5,1290764763
140,3108,3.0,949667371
241,97938,4.5,1447540196
594,7017,5.0,1108975143
498,592,3.0,839197204
555,3388,3.0,978823310
387,2617,1.0,1186122084
254,1270,3.5,1180446497
19,3837,1.0,965704999
380,1997,3.0,1494803575
580,49651,2.0,1167791659
263,1485,2.0,941590842
18,508,4.0,1455749987
39,1276,4.0,974788339
175,2526,0.5,1234188616
580,1376,3.5,1167860932
185,3598,3.0,1044311426
177,2011,4.0,1435534180
414,34534,3.5,1135981007
314,344,2.0,836234524
489,1997,3.5,1334170826
574,231,5.0,834634443
229,454,4.0,836942062
550,68954,4.5,1488728559
517,531,3.0,1487956095
474,1389,1.5,1053021851
38,342,3.0,841341731
104,4963,3.5,1416241898
368,2402,3.0,971275137
534,2294,4.0,1459787996
318,2797,3.5,1272569294
318,5669,3.5,1315335352
219,8880,2.5,1194740363
200,4447,4.5,1229876637
57,1590,2.0,965798974
20,720,5.0,1054038502
132,2431,4.0,1157979560
270,653,2.0,853918850
573,1527,4.5,1248842035
374,1333,4.0,849089401
135,3812,4.0,1009690920
217,2088,3.0,955942351
424,1884,3.5,1457844157
328,356,3.0,1494207226
66,4787,4.0,1093747596
603,1954,4.0,953926900
47,47,3.0,1496209354
386,21,4.0,842610304
600,52,3.5,1237715563
305,2628,2.0,1511718989
607,1982,5.0,963079496
600,3081,3.0,1237764511
599,8451,3.0,1519136128
317,16,5.0,1430598211
40,588,4.0,832058897
45,440,3.0,951170210
99,281,5.0,829828006
201,1527,4.0,941211417
84,733,4.0,857653289
381,69640,1.0,1248413809
125,4979,4.5,1474296034
482,8948,2.0,1105397183
462,63876,3.5,1233040298
509,1713,2.5,1436027516
141,55820,3.5,1513130440
105,35836,3.0,1446571627
317,1639,3.0,1430517305
385,32,4.0,838323677
391,58,4.0,1030827343
219,2082,4.0,1194680835
274,4448,3.0,1171785267
249,84944,3.5,1349220973
73,134393,3.5,1464198449
600,2335,3.0,1237851673
105,95175,5.0,1447410800
610,106072,3.5,1493846174
68,3668,3.5,1269123380
340,153,4.0,848666356
187,2959,3.0,1161849329
483,2657,2.5,1215895367
33,296,5.0,939717613
483,89904,4.5,1364849131
292,4224,3.0,1017364600
438,45499,0.5,1148733371
140,8665,3.5,1096908981
382,51939,3.5,1515174537
573,6502,4.5,1341797680
608,5954,4.0,1147794946
200,4896,4.0,1229886121
21,58559,3.5,1376823495
380,60074,2.0,1493422770
610,150401,3.0,1479543210
603,2844,4.0,963176221
125,99437,4.5,1474296112
116,2006,5.0,1337200394
573,112852,4.5,1415675776
469,2664,3.0,965846077
534,260,4.5,1459787998
318,2395,3.5,1413054599
246,1680,4.0,1354126385
74,6001,4.0,1207501108
448,88405,2.5,1348167893
232,44022,3.0,1182909752
14,7,3.0,835441989
199,50,4.0,940372419
21,103801,0.5,1376823555
369,1196,4.0,1237081881
105,81932,4.0,1446572133
155,1200,4.0,965939389
552,5378,4.0,1111473022
227,58303,4.0,1447210409
586,117851,5.0,1529899644
590,6373,2.5,1258422955
393,76251,0.5,1430506760
307,1092,3.0,1186085918
610,57669,5.0,1493845166
474,5177,3.0,1100292027
599,54281,3.0,1498523564
462,3552,1.0,1268537010
292,5400,4.0,1046391265
103,88810,3.5,1431955378
139,4306,2.5,1453924100
387,1282,4.0,1094877252
465,2067,5.0,959896608
414,45662,2.5,1216151045
140,6893,5.0,1067987104
469,1104,5.0,965661904
32,95,3.0,856736119
282,4239,5.0,1378491083
93,2167,4.0,942946013
140,5218,4.0,1044405442
381,432,3.0,1167542292
298,7325,2.5,1447598674
221,1287,4.0,1111178141
313,2161,2.0,1030475440
18,106487,4.0,1455051107
465,1267,5.0,959895821
372,1416,2.0,874414409
543,637,5.0,1230602075
88,79132,4.5,1331421494
33,805,1.0,939716819
604,420,3.0,832080050
42,3269,3.0,996220343
249,74795,3.5,1356304312
216,3422,4.0,975212395
537,105504,5.0,1424141141
121,272,1.0,847656374
249,2505,3.0,1356821928
274,6874,5.0,1171172658
425,58,3.5,1085490369
445,296,4.0,1454621792
391,2987,5.0,1030825439
334,1955,3.5,1232308790
68,3753,3.0,1158532218
525,1517,3.0,1476477687
477,1270,4.5,1200939690
4,1968,4.0,986934786
546,3941,5.0,973588747
111,87869,4.0,1516141284
307,47810,0.5,1189607926
566,552,4.0,849006845
414,5225,4.0,1021986402
607,736,5.0,963080303
608,2123,3.5,1117506617
457,1197,5.0,993610548
599,4005,2.5,1498515298
567,99149,2.5,1525287767
307,45726,2.0,1186258601
524,1302,3.0,851609643
249,42723,3.0,1415415752
520,10,4.0,1326609139
408,44191,5.0,1467371208
317,115569,3.0,1430365198
586,1376,4.5,1529901432
610,158956,3.0,1493848947
514,588,4.0,1533872494
354,44,3.5,1200865357
232,3980,4.0,1283134077
288,8984,3.0,1135350163
414,1025,4.0,961519060
17,293,3.5,1307262308
325,2150,4.0,1039397891
462,107702,3.5,1398516237
368,3643,3.0,971275047
51,3814,5.0,1230931031
199,223,3.0,944513494
19,1079,4.0,965705725
606,80,4.0,1171409272
27,2100,4.0,965149969
47,391,4.5,1496206564
559,836,3.0,865096068
177,88405,4.0,1435837352
448,2380,2.0,1028111003
270,780,4.0,853918727
68,3147,3.5,1158532167
474,44864,4.0,1165540079
140,1962,3.0,942904025
30,60069,5.0,1500370453
184,74754,5.0,1537094766
186,3751,4.0,1031080851
139,5679,2.5,1453924322
246,48394,4.0,1354126719
42,2871,5.0,996213931
105,112290,4.0,1446572612
74,55820,4.5,1207500062
18,135569,3.5,1477849300
160,3355,4.0,998513215
552,2944,4.0,1112151400
372,1206,2.0,874416234
322,2231,3.5,1217677374
275,6218,5.0,1049077892
603,1480,3.0,963177645
586,122916,4.5,1529899181
148,122920,3.5,1482548707
79,1221,5.0,975281842
233,92259,3.5,1529334001
586,100611,3.5,1529901471
119,63113,4.0,1436007552
414,950,2.5,1079901608
414,2096,4.0,961518975
226,5388,3.0,1097545069
18,208,3.0,1455617516
68,1673,3.0,1268848718
541,608,3.0,835643372
365,68358,2.0,1488332563
560,102194,4.0,1478040864
376,356,3.5,1364993979
274,55247,3.5,1217201681
489,79057,3.5,1333297110
298,85022,2.5,1447517756
480,5060,4.0,1179178473
301,21,4.0,1211378459
305,185,4.0,1490211204
33,1621,2.0,939716819
553,1732,3.5,1219557999
104,5618,4.0,1087721492
24,1198,4.5,1458941536
318,33794,4.0,1319980324
609,742,3.0,847221054
321,256,4.0,843212617
599,7346,2.0,1498510139
6,508,4.0,845553586
461,186,4.0,1505935426
182,150,2.5,1055157599
318,4993,4.0,1278433613
6,219,3.0,845556131
594,6417,4.0,1108975136
185,2355,3.0,1044311830
372,1073,3.0,874416614
387,1258,4.5,1094875256
414,4089,2.0,991145275
28,60941,3.0,1234854184
445,5618,4.5,1454621790
132,288,4.0,1157922712
365,4973,1.0,1488333520
18,112183,3.5,1466968168
354,33679,3.5,1200953032
555,3087,3.0,978821850
42,4541,4.0,996260018
256,132046,4.0,1446999965
22,58559,3.0,1268727214
428,2335,2.0,1111623843
300,109487,5.0,1425351522
181,368,3.0,845469778
68,4246,4.0,1158532209
219,292,3.0,1194931927
414,46335,2.5,1216150591
216,3814,3.0,975212259
298,105844,2.5,1447518376
284,15,4.0,832699795
160,111,5.0,971195906
600,27879,4.0,1237712779
489,949,4.0,1332705805
201,1259,4.0,939226122
186,2105,3.0,1031087700
222,1393,3.5,1391354062
599,8783,2.5,1498516623
